OBJECTID,DBH,TPStructure,TPCondition,StumpDiameter,PlantingSpaceGlobalID,Geometry,GlobalID,GenusSpecies,CreatedDate,UpdatedDate,PlantedDate,RiskRating,RiskRatingDate,Lat,Long
12486696,2,Full,Good,,18B47227-11A2-47D3-B8D0-A2539CE436E9,POINT(-73.87848552287869 40.880762582326994),6BC04EE7-E576-4BAE-88CA-4899235A49C2,Acer rubrum - red maple,05:40.0,05:56.0,,3,05:56.0,-73.87848552,40.88076258
12486697,2,Full,Good,,000A48DB-86BD-4739-9E00-0840959775C9,POINT(-73.87854614127275 40.88058396956146),EA0C4514-161F-4BC3-AC9F-5D3F7C5DDE19,Acer rubrum - red maple,04:25.0,04:34.0,,3,04:34.0,-73.87854614,40.88058397
12490812,3,Full,Good,,E2A08958-CD1D-43B4-8AFB-03A4E6200416,POINT(-73.88265123363095 40.86798641433891),FF1733DC-59DA-4F18-912D-8076C980AED2,Acer rubrum - red maple,39:44.0,40:00.0,,4,40:00.0,-73.88265123,40.86798641
12490814,3,Full,Good,,D6FD073A-7210-4EA6-88E0-CC81027C80E4,POINT(-73.88255540424511 40.86804587964637),556FA57B-B3E7-4F72-A26B-280429AB0091,Acer rubrum - red maple,41:03.0,41:19.0,,4,41:19.0,-73.8825554,40.86804588
12705882,18,Full,Fair,,05325AE4-9F88-48A2-A42C-05678EB73ECF,POINT(-73.88486048183658 40.90769549767094),924BF3FE-4BC7-4E54-B5DE-1266B817122D,Acer rubrum - red maple,54:45.0,56:36.0,,6,56:36.0,-73.88486048,40.9076955
13133230,3,Full,Excellent,,D8BF210D-A234-4785-8FB4-8CD51F6D9E1E,POINT(-73.87053227539624 40.8971348392088),A1ACD788-0A60-4374-A377-B3DEB53194E3,Acer rubrum - red maple,03:00.0,,00:00.0,,,-73.87053228,40.89713484
13507209,3,Full,Excellent,,264E04AE-9EA2-4FE1-B6B8-6B11C18D4BD7,POINT(-73.88915620727927 40.864454264984204),525ADD63-1E42-4B4C-BBAA-CF9D242FB0A3,Acer rubrum - red maple,37:00.0,,00:00.0,,,-73.88915621,40.86445426
13907035,3,Full,Fair,,A047A9E5-3E6E-42DF-A1DE-9F3372342F15,POINT(-73.90568913011657 40.88060659848096),A2818364-3478-4CE3-BF62-0A62076E9AD3,Acer rubrum - red maple,05:00.0,35:50.0,00:00.0,3,35:50.0,-73.90568913,40.8806066
13907421,3,Full,Excellent,,B97DD059-E135-4AF2-96A9-C309F8D4942F,POINT(-73.90591878135693 40.88060359978554),CEB07853-CD9E-4863-B6CD-EAE7D600E77B,Acer rubrum - red maple,02:00.0,30:17.0,00:00.0,3,30:17.0,-73.90591878,40.8806036
13907422,3,Full,Excellent,,986C66F8-A7F4-4425-AFDE-1A1313567847,POINT(-73.90575474423844 40.88074725343385),3AF2DEEC-366D-4AC9-98F6-F435FBB4C4D8,Acer rubrum - red maple,03:00.0,28:03.0,00:00.0,3,28:03.0,-73.90575474,40.88074725
13907801,3,Full,Fair,,E4C9C688-2A37-495B-BC43-BB692F31E0DF,POINT(-73.90562400218366 40.880673477384526),7D02F7BC-D2D0-4B5B-8E7B-2E9D7CB3FF0A,Acer rubrum - red maple,04:00.0,37:41.0,00:00.0,3,37:41.0,-73.905624,40.88067348
13931689,21,Retired,Poor,,97AB3DBA-85DF-4860-85DD-65524C5A6390,POINT(-73.87650680416064 40.881824994063706),69137168-7F46-45D6-BF52-EA65C2FE6A20,Acer rubrum - red maple,12:00.0,48:00.0,,7,20:00.0,-73.8765068,40.88182499
14313033,7,Full,Good,,FB54613D-F913-445A-8EDE-3F23578B10C9,POINT(-73.86692128483584 40.875567410326695),E6D28E38-69F4-4F2C-B14B-B3E0B442A692,Acer rubrum - red maple,41:00.0,08:01.0,,5,08:01.0,-73.86692128,40.87556741
14484648,4,Full,Good,,27521C24-7F2E-4551-9266-BED2FEE1CCD4,POINT(-73.87625960958684 40.88010442059965),66857D94-0F4A-4B87-9B8C-BCF96747DA6C,Acer rubrum - red maple,11:00.0,,,,,-73.87625961,40.88010442
14698408,5,Full,Good,,AD5D9451-3845-46A3-82C5-73BA6DFB5387,POINT(-73.90368859660371 40.887538241314935),5F23F778-805A-4026-A3AD-C196249181A8,Acer rubrum - red maple,04:46.0,04:59.0,,3,04:59.0,-73.9036886,40.88753824
14718257,4,Full,Good,,0C6E89DB-1040-4E78-9ED7-607EA6BEF98E,POINT(-73.90233498226384 40.88603306823113),7E887EA8-4475-4405-9165-5435A72C45EE,Acer rubrum - red maple,21:23.0,21:39.0,,5,21:39.0,-73.90233498,40.88603307
14774140,5,Full,Fair,,F8875F0C-763B-4532-A53E-E077D4BAF347,POINT(-73.90159377441469 40.881523627848836),1772E51B-0434-4073-A46F-9C16609642AE,Acer rubrum - red maple,35:28.0,35:58.0,,5,35:58.0,-73.90159377,40.88152363
14774141,4,Stump,Dead,4,0A7CA026-C8CA-4159-8E37-CD525E8446FA,POINT(-73.90170596567363 40.88142830657705),8D34B131-4553-4C1A-A37D-144D4A68024D,Acer rubrum - red maple,43:55.0,07:29.0,,5,53:29.0,-73.90170597,40.88142831
14774142,5,Stump,Dead,5,AD2928B8-65A8-4BB8-9BC0-5650C94ADE85,POINT(-73.90167494073431 40.88146405776171),B4281EDB-C177-412E-A000-907B8DBD00A2,Acer rubrum - red maple,41:54.0,06:51.0,,5,51:46.0,-73.90167494,40.88146406
15040441,15,Retired,Dead,,28D417EB-8654-4EDB-B8E7-39140955192A,POINT(-73.89309921117497 40.90202523162792),B8C83364-DBF8-48E9-A9CF-44C74F75C09C,Acer rubrum - red maple,51:00.0,07:57.0,,,,-73.89309921,40.90202523
15222651,3,Full,Excellent,,28FB01A1-7232-46D0-94BD-872211A17072,POINT(-73.89667902249124 40.8658328290559),1F72B000-4947-4958-ADFA-DCAE98E55CB2,Acer rubrum - red maple,39:00.0,,00:00.0,,,-73.89667902,40.86583283
15239887,3,Full,Excellent,,1F52D96E-C079-4A7B-909E-693B5027A51F,POINT(-73.90721964745634 40.863070483175086),0F7EE3F7-8B12-4250-B09E-E5E1DE327392,Acer rubrum - red maple,45:00.0,,00:00.0,,,-73.90721965,40.86307048
15450294,11,Full,Good,,BBC548FB-2D13-4968-8ABC-C3DBFCB1550E,POINT(-73.91289275738053 40.883046927600574),FED8C2E8-D155-48C6-BEA3-32E23616C467,Acer rubrum - red maple,18:01.0,18:46.0,,5,18:46.0,-73.91289276,40.88304693
15961251,21,Full,Poor,,01572FCD-224C-43FB-B9FE-23D86B418780,POINT(-73.89389975746171 40.90282360498811),B823C2F1-BC7D-4F0A-8766-96E32F267175,Acer rubrum - red maple,35:27.0,37:50.0,,7,36:11.0,-73.89389976,40.9028236
16597683,3,Full,Excellent,,1AB36133-EE78-4B25-A774-55DE6EC18821,POINT(-73.88411633186354 40.877114677848795),94095405-464A-4EBC-87E5-68D3A78018A6,Acer rubrum - red maple,44:00.0,,00:00.0,,,-73.88411633,40.87711468
16597690,3,Full,Excellent,,F65787ED-CFFF-42ED-BB42-F79A36084DD8,POINT(-73.89723951126653 40.882453745461675),683080C8-1EFE-4EB4-AB19-025A5474C61E,Acer rubrum - red maple,50:00.0,,00:00.0,,,-73.89723951,40.88245375
16706997,8,Full,Fair,,87F66BA1-8194-4D5A-84FB-76A215D3F399,POINT(-73.88346847206638 40.879719518199444),EF6600C4-1331-499E-92AD-41C23E1CB351,Acer rubrum - red maple,45:28.0,45:40.0,,5,45:40.0,-73.88346847,40.87971952
